POLITICAL_UNIT,NAME,WGMS_ID,GEN_LOCATION,SPEC_LOCATION,LATITUDE,LONGITUDE,PRIM_CLASSIFIC,FORM,FRONTAL_CHARS,EXPOS_ACC_AREA,EXPOS_ABL_AREA,PARENT_GLACIER,REMARKS,GLACIER_REGION_CODE,GLACIER_SUBREGION_CODE
IN,RGI50-14.11754,10092,WESTERN HIMALAYA,LAHAUL SPITI,31.93627,77.8334,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11755,7212,WESTERN HIMALAYA,LAHAUL SPITI,31.92576,77.8278,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11760,7132,WESTERN HIMALAYA,LAHAUL SPITI,31.90502,77.85964,6,2,9,,,,,ASW,ASW-03
IN,RGI50-14.11761,10137,WESTERN HIMALAYA,LAHAUL SPITI,31.87531,77.86884,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11763,7304,WESTERN HIMALAYA,LAHAUL SPITI,31.8686,77.85157,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11764,7231,WESTERN HIMALAYA,LAHAUL SPITI,31.85617,77.84947,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11765,9839,WESTERN HIMALAYA,LAHAUL SPITI,31.82517,77.84671,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11766,9666,WESTERN HIMALAYA,LAHAUL SPITI,31.81721,77.84911,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11767,9862,WESTERN HIMALAYA,LAHAUL SPITI,31.81638,77.85573,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11768,10174,WESTERN HIMALAYA,LAHAUL SPITI,31.8052,77.85136,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11769,7336,WESTERN HIMALAYA,LAHAUL SPITI,31.80035,77.86034,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11770,7200,WESTERN HIMALAYA,LAHAUL SPITI,31.75582,77.86144,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11771,7117,WESTERN HIMALAYA,LAHAUL SPITI,31.77467,77.81084,6,2,9,,,,,ASW,ASW-03
IN,RGI50-14.11772,7345,WESTERN HIMALAYA,LAHAUL SPITI,31.78447,77.79006,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11773,7283,WESTERN HIMALAYA,LAHAUL SPITI,31.7915,77.78249,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11774,10016,WESTERN HIMALAYA,LAHAUL SPITI,31.80482,77.76559,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11775,9522,WESTERN HIMALAYA,LAHAUL SPITI,31.75592,77.75383,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11776,10206,WESTERN HIMALAYA,LAHAUL SPITI,31.76583,77.75191,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11777,7355,WESTERN HIMALAYA,LAHAUL SPITI,31.74817,77.75848,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11778,10111,WESTERN HIMALAYA,LAHAUL SPITI,31.74174,77.76042,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11779,10053,WESTERN HIMALAYA,LAHAUL SPITI,31.68665,77.79479,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11780,10012,WESTERN HIMALAYA,LAHAUL SPITI,31.6958,77.78842,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11781,10180,WESTERN HIMALAYA,LAHAUL SPITI,31.70358,77.77626,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11782,10097,WESTERN HIMALAYA,LAHAUL SPITI,31.7108,77.78479,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11783,9504,WESTERN HIMALAYA,LAHAUL SPITI,31.69472,77.74522,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11784,7103,WESTERN HIMALAYA,LAHAUL SPITI,31.7109,77.69077,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11785,9485,WESTERN HIMALAYA,LAHAUL SPITI,31.69735,77.70629,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11786,7320,WESTERN HIMALAYA,LAHAUL SPITI,31.69653,77.69735,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11787,7346,WESTERN HIMALAYA,LAHAUL SPITI,31.68738,77.66523,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11788,9530,WESTERN HIMALAYA,LAHAUL SPITI,31.68381,77.65833,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11789,9597,WESTERN HIMALAYA,LAHAUL SPITI,31.66986,77.6597,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11790,7398,WESTERN HIMALAYA,LAHAUL SPITI,31.67383,77.6535,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11791,10073,WESTERN HIMALAYA,LAHAUL SPITI,31.66255,77.65139,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11792,7372,WESTERN HIMALAYA,LAHAUL SPITI,31.65673,77.65304,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11793,7292,WESTERN HIMALAYA,LAHAUL SPITI,31.67038,77.64484,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11794,7378,WESTERN HIMALAYA,LAHAUL SPITI,31.66375,77.63818,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11795,9501,WESTERN HIMALAYA,LAHAUL SPITI,31.6541,77.61601,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11796,7256,WESTERN HIMALAYA,LAHAUL SPITI,31.66027,77.62684,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11797,10072,WESTERN HIMALAYA,LAHAUL SPITI,31.73621,77.65672,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11798,7308,WESTERN HIMALAYA,LAHAUL SPITI,31.72866,77.65469,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11799,9489,WESTERN HIMALAYA,LAHAUL SPITI,31.72127,77.64882,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11800,7361,WESTERN HIMALAYA,LAHAUL SPITI,31.72857,77.64337,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11801,7329,WESTERN HIMALAYA,LAHAUL SPITI,31.73269,77.63256,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11802,10047,WESTERN HIMALAYA,LAHAUL SPITI,31.77016,77.69901,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11803,9649,WESTERN HIMALAYA,LAHAUL SPITI,31.77902,77.73284,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11804,7047,WESTERN HIMALAYA,LAHAUL SPITI,31.81388,77.70338,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11805,10116,WESTERN HIMALAYA,LAHAUL SPITI,31.80741,77.72763,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11806,7141,WESTERN HIMALAYA,LAHAUL SPITI,31.81733,77.72243,6,2,9,,,,,ASW,ASW-03
IN,RGI50-14.11807,10191,WESTERN HIMALAYA,LAHAUL SPITI,31.83824,77.76369,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11808,9664,WESTERN HIMALAYA,LAHAUL SPITI,31.88717,77.72465,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11809,7286,WESTERN HIMALAYA,LAHAUL SPITI,31.88121,77.71059,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11810,10110,WESTERN HIMALAYA,LAHAUL SPITI,31.88133,77.72497,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11811,10099,WESTERN HIMALAYA,LAHAUL SPITI,31.87059,77.74583,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11812,7232,WESTERN HIMALAYA,LAHAUL SPITI,31.87567,77.73335,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11813,9513,WESTERN HIMALAYA,LAHAUL SPITI,31.866,77.72059,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11814,6865,WESTERN HIMALAYA,LAHAUL SPITI,31.85898,77.72839,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11815,7154,WESTERN HIMALAYA,LAHAUL SPITI,31.84469,77.73892,6,2,9,,,,,ASW,ASW-03
IN,RGI50-14.11816,9887,WESTERN HIMALAYA,LAHAUL SPITI,31.89694,77.66744,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11817,10159,WESTERN HIMALAYA,LAHAUL SPITI,31.87573,77.66025,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11818,9713,WESTERN HIMALAYA,LAHAUL SPITI,31.8561,77.65187,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11819,7339,WESTERN HIMALAYA,LAHAUL SPITI,31.84945,77.6535,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11820,7063,WESTERN HIMALAYA,LAHAUL SPITI,31.86342,77.6991,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11821,6947,WESTERN HIMALAYA,LAHAUL SPITI,31.7906,77.82777,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11822,7297,WESTERN HIMALAYA,LAHAUL SPITI,31.79872,77.83376,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11823,7110,WESTERN HIMALAYA,LAHAUL SPITI,31.81367,77.83555,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11824,9516,WESTERN HIMALAYA,LAHAUL SPITI,31.83211,77.84283,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11825,7373,WESTERN HIMALAYA,LAHAUL SPITI,31.83688,77.84959,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11826,7211,WESTERN HIMALAYA,LAHAUL SPITI,31.84253,77.83249,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11827,10168,WESTERN HIMALAYA,LAHAUL SPITI,31.84551,77.84747,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11828,6958,WESTERN HIMALAYA,LAHAUL SPITI,31.87422,77.80643,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11829,9806,WESTERN HIMALAYA,LAHAUL SPITI,31.87496,77.8133,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11830,9963,WESTERN HIMALAYA,LAHAUL SPITI,31.87864,77.81702,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11831,10226,WESTERN HIMALAYA,LAHAUL SPITI,31.88488,77.84308,6,2,9,,,,,ASW,ASW-03
IN,RGI50-14.11832,9962,WESTERN HIMALAYA,LAHAUL SPITI,31.91678,77.78406,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11833,9763,WESTERN HIMALAYA,LAHAUL SPITI,31.94782,77.74911,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11834,7081,WESTERN HIMALAYA,LAHAUL SPITI,31.94153,77.75504,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11835,7365,WESTERN HIMALAYA,LAHAUL SPITI,31.93567,77.76204,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11836,10079,WESTERN HIMALAYA,LAHAUL SPITI,31.9537,77.7765,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11837,10107,WESTERN HIMALAYA,LAHAUL SPITI,31.97078,77.78855,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11838,7064,WESTERN HIMALAYA,LAHAUL SPITI,31.9416,77.81799,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11839,7066,WESTERN HIMALAYA,LAHAUL SPITI,31.94828,77.83513,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11840,6990,WESTERN HIMALAYA,LAHAUL SPITI,31.9325,77.80655,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11841,7143,WESTERN HIMALAYA,LAHAUL SPITI,31.92105,77.80009,6,2,9,,,,,ASW,ASW-03
IN,RGI50-14.11842,7092,WESTERN HIMALAYA,LAHAUL SPITI,32.01385,77.71936,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11843,10006,WESTERN HIMALAYA,LAHAUL SPITI,31.99254,77.72237,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11844,7127,WESTERN HIMALAYA,LAHAUL SPITI,32.04221,77.74335,6,2,9,,,,,ASW,ASW-03
IN,RGI50-14.11845,7379,WESTERN HIMALAYA,LAHAUL SPITI,31.9783,77.74989,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11846,6970,WESTERN HIMALAYA,LAHAUL SPITI,31.95281,77.7039,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11847,6868,WESTERN HIMALAYA,LAHAUL SPITI,31.96389,77.68568,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11848,7130,WESTERN HIMALAYA,LAHAUL SPITI,31.97937,77.7642,6,2,9,,,,,ASW,ASW-03
IN,RGI50-14.11849,10036,WESTERN HIMALAYA,LAHAUL SPITI,32.05362,77.7048,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11850,10018,WESTERN HIMALAYA,LAHAUL SPITI,32.05943,77.70975,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11851,10081,WESTERN HIMALAYA,LAHAUL SPITI,32.06206,77.71626,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11852,9780,WESTERN HIMALAYA,LAHAUL SPITI,32.02645,77.77457,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11853,9591,WESTERN HIMALAYA,LAHAUL SPITI,32.01836,77.83001,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11854,9902,WESTERN HIMALAYA,LAHAUL SPITI,32.01619,77.81871,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11855,10197,WESTERN HIMALAYA,LAHAUL SPITI,31.98952,77.80993,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11856,7161,WESTERN HIMALAYA,LAHAUL SPITI,32.00689,77.79726,6,2,9,,,,,ASW,ASW-03
IN,RGI50-14.11857,9534,WESTERN HIMALAYA,LAHAUL SPITI,32.05733,77.79797,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11858,10022,WESTERN HIMALAYA,LAHAUL SPITI,32.09102,77.77086,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11859,7135,WESTERN HIMALAYA,LAHAUL SPITI,32.06479,77.78118,6,2,9,,,,,ASW,ASW-03
IN,RGI50-14.11860,7261,WESTERN HIMALAYA,LAHAUL SPITI,32.09113,77.78716,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11861,7150,WESTERN HIMALAYA,LAHAUL SPITI,32.1092,77.79336,6,2,9,,,,,ASW,ASW-03
IN,RGI50-14.11862,7159,WESTERN HIMALAYA,LAHAUL SPITI,32.13143,77.80386,6,2,9,,,,,ASW,ASW-03
IN,RGI50-14.11863,9676,WESTERN HIMALAYA,LAHAUL SPITI,32.17886,77.82411,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11864,7149,WESTERN HIMALAYA,LAHAUL SPITI,32.15618,77.82284,6,2,9,,,,,ASW,ASW-03
IN,RGI50-14.11865,7282,WESTERN HIMALAYA,LAHAUL SPITI,32.13923,77.84866,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11866,9600,WESTERN HIMALAYA,LAHAUL SPITI,32.11856,77.86272,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11867,9678,WESTERN HIMALAYA,LAHAUL SPITI,32.10868,77.86697,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11868,9635,WESTERN HIMALAYA,LAHAUL SPITI,32.12015,77.8788,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11869,7392,WESTERN HIMALAYA,LAHAUL SPITI,32.13524,77.86797,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11870,7343,WESTERN HIMALAYA,LAHAUL SPITI,32.1272,77.87159,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11871,9575,WESTERN HIMALAYA,LAHAUL SPITI,32.11825,77.891,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11872,7363,WESTERN HIMALAYA,LAHAUL SPITI,32.14594,77.86156,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11873,9647,WESTERN HIMALAYA,LAHAUL SPITI,32.11827,77.90646,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11874,9599,WESTERN HIMALAYA,LAHAUL SPITI,32.11977,77.91209,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11875,9616,WESTERN HIMALAYA,LAHAUL SPITI,32.12251,77.91917,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11876,9716,WESTERN HIMALAYA,LAHAUL SPITI,32.12053,77.9269,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11877,9458,WESTERN HIMALAYA,LAHAUL SPITI,32.11419,77.92268,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11878,9561,WESTERN HIMALAYA,LAHAUL SPITI,32.10736,77.92559,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11879,9532,WESTERN HIMALAYA,LAHAUL SPITI,32.10318,77.93004,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11880,9596,WESTERN HIMALAYA,LAHAUL SPITI,32.09284,77.92594,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11881,9466,WESTERN HIMALAYA,LAHAUL SPITI,32.08383,77.9318,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11882,7360,WESTERN HIMALAYA,LAHAUL SPITI,32.10001,77.91714,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11883,9690,WESTERN HIMALAYA,LAHAUL SPITI,32.19658,77.87437,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11884,9708,WESTERN HIMALAYA,LAHAUL SPITI,32.19212,77.85261,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11885,10023,WESTERN HIMALAYA,LAHAUL SPITI,32.19367,77.79854,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11886,7180,WESTERN HIMALAYA,LAHAUL SPITI,32.199,77.81194,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11887,9546,WESTERN HIMALAYA,LAHAUL SPITI,32.21369,77.79285,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11888,9684,WESTERN HIMALAYA,LAHAUL SPITI,32.20447,77.79231,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11889,9536,WESTERN HIMALAYA,LAHAUL SPITI,32.22313,77.79638,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11890,9630,WESTERN HIMALAYA,LAHAUL SPITI,32.22922,77.78593,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11891,10135,WESTERN HIMALAYA,LAHAUL SPITI,32.23584,77.79639,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11892,9633,WESTERN HIMALAYA,LAHAUL SPITI,32.22612,77.75053,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11893,9479,WESTERN HIMALAYA,LAHAUL SPITI,32.23709,77.75093,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11894,7152,WESTERN HIMALAYA,LAHAUL SPITI,32.20744,77.76821,6,2,9,,,,,ASW,ASW-03
IN,RGI50-14.11895,9581,WESTERN HIMALAYA,LAHAUL SPITI,32.25247,77.79966,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11896,7323,WESTERN HIMALAYA,LAHAUL SPITI,32.24834,77.7909,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11897,9704,WESTERN HIMALAYA,LAHAUL SPITI,32.26822,77.81046,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11898,7041,WESTERN HIMALAYA,LAHAUL SPITI,32.26798,77.79833,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11899,9512,WESTERN HIMALAYA,LAHAUL SPITI,32.27574,77.8084,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11900,7215,WESTERN HIMALAYA,LAHAUL SPITI,32.19423,77.83896,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11901,7321,WESTERN HIMALAYA,LAHAUL SPITI,32.20098,77.86217,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11902,6962,WESTERN HIMALAYA,LAHAUL SPITI,32.22614,77.86623,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11903,9732,WESTERN HIMALAYA,LAHAUL SPITI,32.23474,77.87742,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11904,10075,WESTERN HIMALAYA,LAHAUL SPITI,32.22417,77.8747,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11905,7331,WESTERN HIMALAYA,LAHAUL SPITI,32.20801,77.88301,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11906,9622,WESTERN HIMALAYA,LAHAUL SPITI,32.24436,77.89165,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11907,10282,WESTERN HIMALAYA,LAHAUL SPITI,32.25356,77.91015,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11908,9510,WESTERN HIMALAYA,LAHAUL SPITI,32.26294,77.90154,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11909,6895,WESTERN HIMALAYA,LAHAUL SPITI,32.34648,77.79171,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11910,9758,WESTERN HIMALAYA,LAHAUL SPITI,32.34983,77.77754,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11911,9778,WESTERN HIMALAYA,LAHAUL SPITI,32.3609,77.78425,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11912,9655,WESTERN HIMALAYA,LAHAUL SPITI,32.36643,77.78837,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11913,7022,WESTERN HIMALAYA,LAHAUL SPITI,32.37773,77.79199,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11914,7000,WESTERN HIMALAYA,LAHAUL SPITI,32.39387,77.79841,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11915,6983,WESTERN HIMALAYA,LAHAUL SPITI,32.38517,77.86855,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11916,7079,WESTERN HIMALAYA,LAHAUL SPITI,32.38831,77.85437,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11917,9709,WESTERN HIMALAYA,LAHAUL SPITI,32.17892,77.9943,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11936,9551,WESTERN HIMALAYA,LAHAUL SPITI,32.27842,77.88672,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11937,9762,WESTERN HIMALAYA,LAHAUL SPITI,32.27267,77.89514,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11938,9745,WESTERN HIMALAYA,LAHAUL SPITI,32.2499,77.89091,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11939,6995,WESTERN HIMALAYA,LAHAUL SPITI,32.25372,77.88327,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11940,7350,WESTERN HIMALAYA,LAHAUL SPITI,32.24408,77.87513,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11941,9951,WESTERN HIMALAYA,LAHAUL SPITI,32.20204,77.87374,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11942,9973,WESTERN HIMALAYA,LAHAUL SPITI,32.20897,77.84713,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11943,9746,WESTERN HIMALAYA,LAHAUL SPITI,32.20673,77.85077,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11944,9956,WESTERN HIMALAYA,LAHAUL SPITI,32.13551,77.83781,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11945,10032,WESTERN HIMALAYA,LAHAUL SPITI,32.13552,77.83262,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11946,9900,WESTERN HIMALAYA,LAHAUL SPITI,32.13643,77.82223,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11947,9916,WESTERN HIMALAYA,LAHAUL SPITI,32.11205,77.89834,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11949,10144,WESTERN HIMALAYA,LAHAUL SPITI,32.08784,77.73605,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11951,9613,WESTERN HIMALAYA,LAHAUL SPITI,32.03546,77.84483,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11952,9910,WESTERN HIMALAYA,LAHAUL SPITI,32.03661,77.85477,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11953,9603,WESTERN HIMALAYA,LAHAUL SPITI,32.04498,77.85961,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11954,6861,WESTERN HIMALAYA,LAHAUL SPITI,31.77804,77.68151,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11955,7011,WESTERN HIMALAYA,LAHAUL SPITI,31.77432,77.68826,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11956,10112,WESTERN HIMALAYA,LAHAUL SPITI,31.7826,77.68755,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11957,7019,WESTERN HIMALAYA,LAHAUL SPITI,31.78436,77.6814,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11958,9847,WESTERN HIMALAYA,LAHAUL SPITI,31.76987,77.70345,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11959,9715,WESTERN HIMALAYA,LAHAUL SPITI,31.77168,77.70767,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11960,9784,WESTERN HIMALAYA,LAHAUL SPITI,31.74671,77.65469,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11961,9706,WESTERN HIMALAYA,LAHAUL SPITI,31.74666,77.65828,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11962,9619,WESTERN HIMALAYA,LAHAUL SPITI,31.74744,77.66296,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11963,6909,WESTERN HIMALAYA,LAHAUL SPITI,31.7457,77.66754,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11964,6980,WESTERN HIMALAYA,LAHAUL SPITI,31.72607,77.62753,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11965,9701,WESTERN HIMALAYA,LAHAUL SPITI,31.71711,77.66621,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11966,9695,WESTERN HIMALAYA,LAHAUL SPITI,31.71557,77.67203,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11967,9756,WESTERN HIMALAYA,LAHAUL SPITI,31.6928,77.6758,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11968,7057,WESTERN HIMALAYA,LAHAUL SPITI,31.70176,77.67326,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11969,9700,WESTERN HIMALAYA,LAHAUL SPITI,31.69772,77.66804,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11970,9711,WESTERN HIMALAYA,LAHAUL SPITI,31.66475,77.60085,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11971,9674,WESTERN HIMALAYA,LAHAUL SPITI,31.66361,77.60892,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11972,9607,WESTERN HIMALAYA,LAHAUL SPITI,31.66134,77.61691,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11973,6985,WESTERN HIMALAYA,LAHAUL SPITI,31.75942,77.73167,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11974,7060,WESTERN HIMALAYA,LAHAUL SPITI,31.77614,77.74104,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11975,6852,WESTERN HIMALAYA,LAHAUL SPITI,31.74893,77.77631,6,3,9,,,,,ASW,ASW-03
